LONGITUDE,LATITUDE,STATION_NAME,CLIMATE_ID,DATE,YEAR,MONTH,DAY,MAX_TEMP,MIN_TEMP,MEAN_TEMP
-116.98,51.3,GOLDEN A,1173214,2019-03-22,2019,3,22,12.6,-4.6,4
-116.98,51.3,GOLDEN A,1173214,2019-03-23,2019,3,23,14.4,-3.8,5.3
-116.98,51.3,GOLDEN A,1173214,2019-03-24,2019,3,24,14.2,-1.9,6.2
-116.98,51.3,GOLDEN A,1173214,2019-03-25,2019,3,25,10.7,-1.3,4.7
-116.98,51.3,GOLDEN A,1173214,2019-03-26,2019,3,26,7.3,-1.2,3.1
-116.98,51.3,GOLDEN A,1173214,2019-03-27,2019,3,27,9.4,-1,4.2
-116.98,51.3,GOLDEN A,1173214,2019-03-28,2019,3,28,11.8,-3.7,4.1
-116.98,51.3,GOLDEN A,1173214,2019-03-29,2019,3,29,13.4,-4.7,4.4
-116.98,51.3,GOLDEN A,1173214,2019-03-30,2019,3,30,15,-4.3,5.4
-116.98,51.3,GOLDEN A,1173214,2019-03-31,2019,3,31,12.2,-2.2,5
-116.98,51.3,GOLDEN A,1173214,2019-04-01,2019,4,1,13.3,-3.6,4.9
-116.98,51.3,GOLDEN A,1173214,2019-04-02,2019,4,2,13.8,-4.5,4.7
-116.98,51.3,GOLDEN A,1173214,2019-04-03,2019,4,3,11.2,-4.5,3.4
-116.98,51.3,GOLDEN A,1173214,2019-04-04,2019,4,4,14.6,0.1,7.4
-116.98,51.3,GOLDEN A,1173214,2019-04-05,2019,4,5,13.3,-1.7,5.8
-116.98,51.3,GOLDEN A,1173214,2019-04-06,2019,4,6,12.9,1.9,7.4
-116.98,51.3,GOLDEN A,1173214,2019-04-07,2019,4,7,11.4,0,5.7
-116.98,51.3,GOLDEN A,1173214,2019-04-08,2019,4,8,14.3,-3.3,5.5
-116.98,51.3,GOLDEN A,1173214,2019-04-09,2019,4,9,14.9,-2.1,6.4
-116.98,51.3,GOLDEN A,1173214,2019-04-10,2019,4,10,12.9,-0.8,6.1
-116.98,51.3,GOLDEN A,1173214,2019-04-11,2019,4,11,12.1,-0.6,5.8
-116.98,51.3,GOLDEN A,1173214,2019-04-12,2019,4,12,11.8,-2.9,4.5
-116.98,51.3,GOLDEN A,1173214,2019-04-13,2019,4,13,10.2,-2.3,4
-116.98,51.3,GOLDEN A,1173214,2019-04-14,2019,4,14,12.2,0.6,6.4
-116.98,51.3,GOLDEN A,1173214,2019-04-15,2019,4,15,9.3,-2.9,3.2
-116.98,51.3,GOLDEN A,1173214,2019-04-16,2019,4,16,13.3,-3.4,5
-116.98,51.3,GOLDEN A,1173214,2019-04-17,2019,4,17,14,1.2,7.6
-116.98,51.3,GOLDEN A,1173214,2019-04-18,2019,4,18,14.1,2.6,8.4
-116.98,51.3,GOLDEN A,1173214,2019-04-19,2019,4,19,13.3,3.5,8.4
-116.98,51.3,GOLDEN A,1173214,2019-04-20,2019,4,20,14.1,0,7.1
-116.98,51.3,GOLDEN A,1173214,2019-04-21,2019,4,21,17.2,-2.8,7.2
-116.98,51.3,GOLDEN A,1173214,2019-04-22,2019,4,22,16.1,-2.4,6.9
-116.98,51.3,GOLDEN A,1173214,2019-04-23,2019,4,23,15.8,2.7,9.3
-116.98,51.3,GOLDEN A,1173214,2019-04-24,2019,4,24,13.5,-0.2,6.7
-116.98,51.3,GOLDEN A,1173214,2019-04-25,2019,4,25,14.4,-3.8,5.3
-116.98,51.3,GOLDEN A,1173214,2019-04-26,2019,4,26,16.7,-0.4,8.2
-116.98,51.3,GOLDEN A,1173214,2019-04-27,2019,4,27,9.4,1.6,5.5
-116.98,51.3,GOLDEN A,1173214,2019-04-28,2019,4,28,11.1,-1.9,4.6
-116.98,51.3,GOLDEN A,1173214,2019-04-29,2019,4,29,11.6,-4.9,3.4
-116.98,51.3,GOLDEN A,1173214,2019-04-30,2019,4,30,10.4,-3.7,3.4
-116.98,51.3,GOLDEN A,1173214,2019-05-01,2019,5,1,11.1,1.5,6.3
-116.98,51.3,GOLDEN A,1173214,2019-05-02,2019,5,2,14.4,2.7,8.6
-116.98,51.3,GOLDEN A,1173214,2019-05-03,2019,5,3,17.3,4.7,11
-116.98,51.3,GOLDEN A,1173214,2019-05-04,2019,5,4,16.4,5.8,11.1
-116.98,51.3,GOLDEN A,1173214,2019-05-05,2019,5,5,14.1,2.4,8.3
-116.98,51.3,GOLDEN A,1173214,2019-05-06,2019,5,6,17.6,-0.3,8.7
-116.98,51.3,GOLDEN A,1173214,2019-05-07,2019,5,7,19,2.2,10.6
-116.98,51.3,GOLDEN A,1173214,2019-05-08,2019,5,8,20.1,0.9,10.5
-116.98,51.3,GOLDEN A,1173214,2019-05-09,2019,5,9,22.3,1.5,11.9
-116.98,51.3,GOLDEN A,1173214,2019-05-10,2019,5,10,24.9,6.9,15.9
-116.98,51.3,GOLDEN A,1173214,2019-05-11,2019,5,11,,,
-116.98,51.3,GOLDEN A,1173214,2019-05-12,2019,5,12,,,
-116.98,51.3,GOLDEN A,1173214,2019-05-13,2019,5,13,24.1,8.6,16.4
-116.98,51.3,GOLDEN A,1173214,2019-05-14,2019,5,14,21.3,8.6,15
-116.98,51.3,GOLDEN A,1173214,2019-05-15,2019,5,15,20.7,6,13.4
-116.98,51.3,GOLDEN A,1173214,2019-05-16,2019,5,16,16.3,7.8,12.1
-116.98,51.3,GOLDEN A,1173214,2019-05-17,2019,5,17,17,8.8,12.9
-116.98,51.3,GOLDEN A,1173214,2019-05-18,2019,5,18,11.8,6.5,9.2
-116.98,51.3,GOLDEN A,1173214,2019-05-19,2019,5,19,18,4.7,11.4
-116.98,51.3,GOLDEN A,1173214,2019-05-20,2019,5,20,19.5,-0.4,9.6
-116.98,51.3,GOLDEN A,1173214,2019-05-21,2019,5,21,17.9,5.7,11.8
-116.98,51.3,GOLDEN A,1173214,2019-05-22,2019,5,22,22.2,5.4,13.8
-116.98,51.3,GOLDEN A,1173214,2019-05-23,2019,5,23,20.9,8.2,14.6
-116.98,51.3,GOLDEN A,1173214,2019-05-24,2019,5,24,,,
-116.98,51.3,GOLDEN A,1173214,2019-05-25,2019,5,25,18.1,7.8,13
-116.98,51.3,GOLDEN A,1173214,2019-05-26,2019,5,26,23.4,1.1,12.3
-116.98,51.3,GOLDEN A,1173214,2019-05-27,2019,5,27,25.3,2.7,14
-116.98,51.3,GOLDEN A,1173214,2019-05-28,2019,5,28,28.2,4.3,16.3
-116.98,51.3,GOLDEN A,1173214,2019-05-29,2019,5,29,29.9,6.5,18.2
-116.98,51.3,GOLDEN A,1173214,2019-05-30,2019,5,30,25,9.3,17.2
-116.98,51.3,GOLDEN A,1173214,2019-05-31,2019,5,31,27.5,10.5,19
-116.98,51.3,GOLDEN A,1173214,2019-06-01,2019,6,1,29.7,9.2,19.5
-116.98,51.3,GOLDEN A,1173214,2019-06-02,2019,6,2,30.5,7.7,19.1
-116.98,51.3,GOLDEN A,1173214,2019-06-03,2019,6,3,24.8,10.3,17.6
-116.98,51.3,GOLDEN A,1173214,2019-06-04,2019,6,4,23.1,5.7,14.4
-116.98,51.3,GOLDEN A,1173214,2019-06-05,2019,6,5,19.6,6.6,13.1
-116.98,51.3,GOLDEN A,1173214,2019-06-06,2019,6,6,18.7,7.8,13.3
-116.98,51.3,GOLDEN A,1173214,2019-06-07,2019,6,7,9.7,4.7,7.2
-116.98,51.3,GOLDEN A,1173214,2019-06-08,2019,6,8,17.7,6,11.9
-116.98,51.3,GOLDEN A,1173214,2019-06-09,2019,6,9,20.5,3.6,12.1
-116.98,51.3,GOLDEN A,1173214,2019-06-10,2019,6,10,19.6,9.4,14.5
-116.98,51.3,GOLDEN A,1173214,2019-06-11,2019,6,11,23.4,9.7,16.6
-116.98,51.3,GOLDEN A,1173214,2019-06-12,2019,6,12,29.1,7.9,18.5
-116.98,51.3,GOLDEN A,1173214,2019-06-13,2019,6,13,29,12.1,20.6
-116.98,51.3,GOLDEN A,1173214,2019-06-14,2019,6,14,24.1,9.6,16.9
-116.98,51.3,GOLDEN A,1173214,2019-06-15,2019,6,15,26.8,8.1,17.5
-116.98,51.3,GOLDEN A,1173214,2019-06-16,2019,6,16,28.5,7.5,18
-116.98,51.3,GOLDEN A,1173214,2019-06-17,2019,6,17,28.8,9,18.9
-116.98,51.3,GOLDEN A,1173214,2019-06-18,2019,6,18,26.8,13.3,20.1
-116.98,51.3,GOLDEN A,1173214,2019-06-19,2019,6,19,17,8.3,12.7
-116.98,51.3,GOLDEN A,1173214,2019-06-20,2019,6,20,11.4,7.3,9.4
-116.98,51.3,GOLDEN A,1173214,2019-06-21,2019,6,21,22.8,9.3,16.1
-116.98,51.3,GOLDEN A,1173214,2019-06-22,2019,6,22,22.4,7,14.7
-116.98,51.3,GOLDEN A,1173214,2019-06-23,2019,6,23,20.5,9.8,15.2
-116.98,51.3,GOLDEN A,1173214,2019-06-24,2019,6,24,19.6,4.6,12.1
-116.98,51.3,GOLDEN A,1173214,2019-06-25,2019,6,25,22.7,5.2,14
-116.98,51.3,GOLDEN A,1173214,2019-06-26,2019,6,26,22.3,10.3,16.3
-116.98,51.3,GOLDEN A,1173214,2019-06-27,2019,6,27,17.6,9.5,13.6
-116.98,51.3,GOLDEN A,1173214,2019-06-28,2019,6,28,20.2,8.8,14.5
-116.98,51.3,GOLDEN A,1173214,2019-06-29,2019,6,29,20.4,8.2,14.3
-116.98,51.3,GOLDEN A,1173214,2019-06-30,2019,6,30,23.2,5,14.1
-116.98,51.3,GOLDEN A,1173214,2019-07-01,2019,7,1,23.9,6,15
-116.98,51.3,GOLDEN A,1173214,2019-07-02,2019,7,2,23,10.5,16.8
-116.98,51.3,GOLDEN A,1173214,2019-07-03,2019,7,3,22.3,6.4,14.4
-116.98,51.3,GOLDEN A,1173214,2019-07-04,2019,7,4,14.2,11,12.6
-116.98,51.3,GOLDEN A,1173214,2019-07-05,2019,7,5,17.5,9.8,13.7
-116.98,51.3,GOLDEN A,1173214,2019-07-06,2019,7,6,20.4,11.9,16.2
-116.98,51.3,GOLDEN A,1173214,2019-07-07,2019,7,7,,,
-116.98,51.3,GOLDEN A,1173214,2019-07-08,2019,7,8,23.7,10.5,17.1
-116.98,51.3,GOLDEN A,1173214,2019-07-09,2019,7,9,26.3,8.1,17.2
-116.98,51.3,GOLDEN A,1173214,2019-07-10,2019,7,10,23.2,13.5,18.4
-116.98,51.3,GOLDEN A,1173214,2019-07-11,2019,7,11,23.8,13.3,18.6
-116.98,51.3,GOLDEN A,1173214,2019-07-12,2019,7,12,26.3,11.2,18.8
-116.98,51.3,GOLDEN A,1173214,2019-07-13,2019,7,13,24.6,12.6,18.6
-116.98,51.3,GOLDEN A,1173214,2019-07-14,2019,7,14,19.9,11.9,15.9
-116.98,51.3,GOLDEN A,1173214,2019-07-15,2019,7,15,19.8,10.8,15.3
-116.98,51.3,GOLDEN A,1173214,2019-07-16,2019,7,16,22.3,11.2,16.8
-116.98,51.3,GOLDEN A,1173214,2019-07-17,2019,7,17,19.9,9.9,14.9
-116.98,51.3,GOLDEN A,1173214,2019-07-18,2019,7,18,19.4,10.1,14.8
-116.98,51.3,GOLDEN A,1173214,2019-07-19,2019,7,19,14.9,5.5,10.2
-116.98,51.3,GOLDEN A,1173214,2019-07-20,2019,7,20,18.7,9.7,14.2
-116.98,51.3,GOLDEN A,1173214,2019-07-21,2019,7,21,27.7,8.8,18.3
-116.98,51.3,GOLDEN A,1173214,2019-07-22,2019,7,22,31,9.4,20.2
-116.98,51.3,GOLDEN A,1173214,2019-07-23,2019,7,23,29.7,12.6,21.2
-116.98,51.3,GOLDEN A,1173214,2019-07-24,2019,7,24,20.3,12.3,16.3
-116.98,51.3,GOLDEN A,1173214,2019-07-25,2019,7,25,24.4,8.6,16.5
-116.98,51.3,GOLDEN A,1173214,2019-07-26,2019,7,26,29.5,8.6,19.1
-116.98,51.3,GOLDEN A,1173214,2019-07-27,2019,7,27,20.8,11.9,16.4
-116.98,51.3,GOLDEN A,1173214,2019-07-28,2019,7,28,24.4,7.6,16
-116.98,51.3,GOLDEN A,1173214,2019-07-29,2019,7,29,25.8,8.1,17
-116.98,51.3,GOLDEN A,1173214,2019-07-30,2019,7,30,26.1,8.9,17.5
-116.98,51.3,GOLDEN A,1173214,2019-07-31,2019,7,31,27,9.9,18.5
-116.98,51.3,GOLDEN A,1173214,2019-08-01,2019,8,1,30.6,11,20.8
-116.98,51.3,GOLDEN A,1173214,2019-08-02,2019,8,2,28.2,9.3,18.8
-116.98,51.3,GOLDEN A,1173214,2019-08-03,2019,8,3,23.4,8.6,16
-116.98,51.3,GOLDEN A,1173214,2019-08-04,2019,8,4,26.1,7.4,16.8
-116.98,51.3,GOLDEN A,1173214,2019-08-05,2019,8,5,28.2,8.3,18.3
-116.98,51.3,GOLDEN A,1173214,2019-08-06,2019,8,6,27,10.8,18.9
-116.98,51.3,GOLDEN A,1173214,2019-08-07,2019,8,7,27.2,13,20.1
-116.98,51.3,GOLDEN A,1173214,2019-08-08,2019,8,8,32,10.2,21.1
-116.98,51.3,GOLDEN A,1173214,2019-08-09,2019,8,9,30.8,9.5,20.2
-116.98,51.3,GOLDEN A,1173214,2019-08-10,2019,8,10,25.5,13.2,19.4
-116.98,51.3,GOLDEN A,1173214,2019-08-11,2019,8,11,23.5,12.7,18.1
-116.98,51.3,GOLDEN A,1173214,2019-08-12,2019,8,12,20.6,13.9,17.3
-116.98,51.3,GOLDEN A,1173214,2019-08-13,2019,8,13,24.4,13.1,18.8
-116.98,51.3,GOLDEN A,1173214,2019-08-14,2019,8,14,22.7,9.8,16.3
-116.98,51.3,GOLDEN A,1173214,2019-08-15,2019,8,15,20.9,8.9,14.9
-116.98,51.3,GOLDEN A,1173214,2019-08-16,2019,8,16,19.2,11.6,15.4
-116.98,51.3,GOLDEN A,1173214,2019-08-17,2019,8,17,19.7,8.9,14.3
-116.98,51.3,GOLDEN A,1173214,2019-08-18,2019,8,18,25,10.2,17.6
-116.98,51.3,GOLDEN A,1173214,2019-08-19,2019,8,19,25,7.9,16.5
-116.98,51.3,GOLDEN A,1173214,2019-08-20,2019,8,20,28.4,7.1,17.8
-116.98,51.3,GOLDEN A,1173214,2019-08-21,2019,8,21,31.8,10.5,21.2
-116.98,51.3,GOLDEN A,1173214,2019-08-22,2019,8,22,24.3,9.7,17
-116.98,51.3,GOLDEN A,1173214,2019-08-23,2019,8,23,15.9,6.4,11.2
-116.98,51.3,GOLDEN A,1173214,2019-08-24,2019,8,24,20.8,10.4,15.6
-116.98,51.3,GOLDEN A,1173214,2019-08-25,2019,8,25,21.1,8.1,14.6
-116.98,51.3,GOLDEN A,1173214,2019-08-26,2019,8,26,20.8,4.6,12.7
-116.98,51.3,GOLDEN A,1173214,2019-08-27,2019,8,27,22.6,3.4,13
-116.98,51.3,GOLDEN A,1173214,2019-08-28,2019,8,28,26.3,10,18.2
-116.98,51.3,GOLDEN A,1173214,2019-08-29,2019,8,29,27.4,6.3,16.9
-116.98,51.3,GOLDEN A,1173214,2019-08-30,2019,8,30,26.7,9.1,17.9
-116.98,51.3,GOLDEN A,1173214,2019-08-31,2019,8,31,18,10.6,14.3
-116.98,51.3,GOLDEN A,1173214,2019-09-01,2019,9,1,22.2,11.7,17
-116.98,51.3,GOLDEN A,1173214,2019-09-02,2019,9,2,24.2,10.1,17.2
-116.98,51.3,GOLDEN A,1173214,2019-09-03,2019,9,3,25.1,6.4,15.8
-116.98,51.3,GOLDEN A,1173214,2019-09-04,2019,9,4,22.1,10.6,16.4
-116.98,51.3,GOLDEN A,1173214,2019-09-05,2019,9,5,25,10.4,17.7
-116.98,51.3,GOLDEN A,1173214,2019-09-06,2019,9,6,20.5,9.5,15
-116.98,51.3,GOLDEN A,1173214,2019-09-07,2019,9,7,,,
-116.98,51.3,GOLDEN A,1173214,2019-09-08,2019,9,8,21.3,10.1,15.7
-116.98,51.3,GOLDEN A,1173214,2019-09-09,2019,9,9,16,11.7,13.9
-116.98,51.3,GOLDEN A,1173214,2019-09-10,2019,9,10,13.9,10.2,12.1
-116.98,51.3,GOLDEN A,1173214,2019-09-11,2019,9,11,16.5,9.2,12.9
-116.98,51.3,GOLDEN A,1173214,2019-09-12,2019,9,12,18.2,9.6,13.9
-116.98,51.3,GOLDEN A,1173214,2019-09-13,2019,9,13,19,9.9,14.5
-116.98,51.3,GOLDEN A,1173214,2019-09-14,2019,9,14,18.5,9.3,13.9
-116.98,51.3,GOLDEN A,1173214,2019-09-15,2019,9,15,15.5,10.9,13.2
-116.98,51.3,GOLDEN A,1173214,2019-09-16,2019,9,16,14.1,10.1,12.1
-116.98,51.3,GOLDEN A,1173214,2019-09-17,2019,9,17,17.1,9.3,13.2
-116.98,51.3,GOLDEN A,1173214,2019-09-18,2019,9,18,17.9,6.5,12.2
-116.98,51.3,GOLDEN A,1173214,2019-09-19,2019,9,19,17.8,4.5,11.2
-116.98,51.3,GOLDEN A,1173214,2019-09-20,2019,9,20,18,6.9,12.5
-116.98,51.3,GOLDEN A,1173214,2019-09-21,2019,9,21,16.5,4.9,10.7
-116.98,51.3,GOLDEN A,1173214,2019-09-22,2019,9,22,20.1,6,13.1
-116.98,51.3,GOLDEN A,1173214,2019-09-23,2019,9,23,14.4,7.8,11.1
-116.98,51.3,GOLDEN A,1173214,2019-09-24,2019,9,24,16.2,5.7,11
-116.98,51.3,GOLDEN A,1173214,2019-09-25,2019,9,25,15,3.9,9.5
-116.98,51.3,GOLDEN A,1173214,2019-09-26,2019,9,26,15.6,5.7,10.7
-116.98,51.3,GOLDEN A,1173214,2019-09-27,2019,9,27,9.3,0,4.7
-116.98,51.3,GOLDEN A,1173214,2019-09-28,2019,9,28,7.8,0.7,4.3
-116.98,51.3,GOLDEN A,1173214,2019-09-29,2019,9,29,7.1,0,3.6
-116.98,51.3,GOLDEN A,1173214,2019-09-30,2019,9,30,5.6,0,2.8
-116.98,51.3,GOLDEN A,1173214,2019-10-01,2019,10,1,10.9,1.2,6.1
-116.98,51.3,GOLDEN A,1173214,2019-10-02,2019,10,2,8.7,2.2,5.5
-116.98,51.3,GOLDEN A,1173214,2019-10-03,2019,10,3,9.4,3.2,6.3
-116.98,51.3,GOLDEN A,1173214,2019-10-04,2019,10,4,11.9,0.8,6.4
-116.98,51.3,GOLDEN A,1173214,2019-10-05,2019,10,5,12.7,2.2,7.5
-116.98,51.3,GOLDEN A,1173214,2019-10-06,2019,10,6,14.1,0.3,7.2
-116.98,51.3,GOLDEN A,1173214,2019-10-07,2019,10,7,13.6,0,6.8
-116.98,51.3,GOLDEN A,1173214,2019-10-08,2019,10,8,4,-4.1,-0.1
-116.98,51.3,GOLDEN A,1173214,2019-10-09,2019,10,9,2.7,-8.5,-2.9
-116.98,51.3,GOLDEN A,1173214,2019-10-10,2019,10,10,3.8,-8.7,-2.5
-116.98,51.3,GOLDEN A,1173214,2019-10-11,2019,10,11,5.1,-6.8,-0.9
-116.98,51.3,GOLDEN A,1173214,2019-10-12,2019,10,12,5,-5.4,-0.2
-116.98,51.3,GOLDEN A,1173214,2019-10-13,2019,10,13,4.7,0.3,2.5
-116.98,51.3,GOLDEN A,1173214,2019-10-14,2019,10,14,6.8,-1.9,2.5
-116.98,51.3,GOLDEN A,1173214,2019-10-15,2019,10,15,9,-2.3,3.4
-116.98,51.3,GOLDEN A,1173214,2019-10-16,2019,10,16,10.1,0.1,5.1
-116.98,51.3,GOLDEN A,1173214,2019-10-17,2019,10,17,10.2,4,7.1
-116.98,51.3,GOLDEN A,1173214,2019-10-18,2019,10,18,11.9,2.7,7.3
-116.98,51.3,GOLDEN A,1173214,2019-10-19,2019,10,19,7.3,-0.9,3.2
-116.98,51.3,GOLDEN A,1173214,2019-10-20,2019,10,20,6.1,-1.9,2.1
-116.98,51.3,GOLDEN A,1173214,2019-10-21,2019,10,21,7.8,1.3,4.6
